id,name,start,end
ENSG00000277512,SNORD65,16441226,16441298
ENSG00000181350,LRRC75A,16441577,16492153
ENSG00000141040,ZNF287,16551387,16569206
ENSG00000266803,AC127540.1,16557985,16559269
ENSG00000235554,AC005822.1,16616848,16617881
ENSG00000197566,ZNF624,16620737,16653856
ENSG00000264765,AC098850.3,16653904,16654787
ENSG00000264359,NEK4P2,16666107,16667118
ENSG00000231458,RNASEH1P2,16683438,16684227
ENSG00000170160,CCDC144A,16689537,16777881
ENSG00000266302,AC098850.4,16690261,16804453
ENSG00000252446,RNU6-405P,16691798,16691907
ENSG00000276088,RN7SL620P,16710059,16710361
ENSG00000226478,UPF3AP1,16745636,16746761
ENSG00000188933,USP32P1,16786489,16804455
ENSG00000266129,SRP68P1,16787235,16788141
ENSG00000272815,AC098850.5,16788057,16816540
ENSG00000264673,AC098850.2,16788248,16789234
ENSG00000266486,FAM106CP,16788901,16789407
ENSG00000264729,AC022596.1,16804627,16805707
ENSG00000264892,NOS2P4,16812447,16812651
ENSG00000226145,KRT16P6,16817983,16822579
ENSG00000227300,KRT16P2,16829999,16832830
ENSG00000131885,KRT17P1,16840743,16845883
ENSG00000205312,KRT17P4,16847635,16852777
ENSG00000229749,COTL1P1,16853935,16854309
ENSG00000283033,AC022596.2,16861146,16864223
ENSG00000265853,AL353996.1,16893198,16893429
ENSG00000128438,TBC1D27P,16922915,16934839
ENSG00000240505,TNFRSF13B,16929816,16972118
ENSG00000230709,AC104024.1,16975999,16981353
ENSG00000230969,LINC02090,16988329,16990177
ENSG00000260328,AC104024.2,17011914,17014990
ENSG00000133030,MPRIP,17042545,17217679
ENSG00000225442,MPRIP-AS1,17076038,17077752
ENSG00000263624,AC055811.1,17167946,17185554
ENSG00000206859,RNU6-767P,17170083,17170189
ENSG00000243370,RN7SL775P,17178414,17178749
ENSG00000278864,AC055811.4,17181504,17183257
ENSG00000179598,PLD6,17200995,17206315
ENSG00000264187,AC055811.2,17202649,17237185
ENSG00000154803,FLCN,17212212,17237188
ENSG00000266498,AC055811.3,17235433,17236118
ENSG00000226359,ACTG1P24,17242010,17242886
ENSG00000141030,COPS3,17246820,17281293
ENSG00000205309,NT5M,17303335,17347663
ENSG00000215030,RPL13P12,17383377,17384012
ENSG00000227158,AC073621.2,17422681,17423704
ENSG00000230865,TSEN15P1,17456427,17457259
ENSG00000201741,Y_RNA,17460444,17460522
ENSG00000141026,MED9,17476986,17493226
ENSG00000108551,RASD1,17494437,17496395
ENSG00000133027,PEMT,17505563,17591708
ENSG00000265511,AC020558.2,17507351,17508308
ENSG00000206730,RNU6-468P,17578631,17578739
ENSG00000264666,AC020558.1,17591428,17610485
ENSG00000279200,AC020558.3,17616043,17617745
ENSG00000223979,SMCR2,17674026,17677688
ENSG00000273948,SMCR2_1,17675366,17675522
ENSG00000274836,SMCR2_2,17676211,17676371
ENSG00000108557,RAI1,17681473,17811453
ENSG00000237328,RAI1-AS1,17759154,17770821
ENSG00000226746,SMCR5,17776686,17779529
ENSG00000264167,AC122129.2,17777781,17779094
ENSG00000072310,SREBF1,17810399,17837002
ENSG00000274111,MIR6777,17813480,17813545
ENSG00000207839,MIR33B,17813836,17813931
ENSG00000175662,TOM1L2,17843511,17972422
ENSG00000197815,AC122129.1,17858227,17860041
ENSG00000171962,DRC3,17972813,18016889
ENSG00000171953,ATPAF2,17977409,18039209
ENSG00000230273,AC087163.1,17981192,17981572
ENSG00000232344,AC087163.2,18010643,18011822
ENSG00000280198,AC087163.3,18026072,18026771
ENSG00000141034,GID4,18039292,18068404
ENSG00000108591,DRG2,18087886,18107971
ENSG00000279428,AC087164.2,18107334,18110463
ENSG00000091536,MYO15A,18108706,18179802
ENSG00000266677,AC087164.1,18172625,18184753
ENSG00000091542,ALKBH5,18183078,18209954
ENSG00000131899,LLGL1,18225587,18244875
ENSG00000177731,FLII,18244836,18258916
ENSG00000177427,MIEF2,18260534,18266552
ENSG00000260647,AC127537.3,18268080,18268828
ENSG00000177302,TOP3A,18271428,18315007
ENSG00000228000,RPL7AP65,18311904,18312651
ENSG00000237382,RPL21P121,18312760,18313533
ENSG00000176994,SMCR8,18315310,18328055
ENSG00000176974,SHMT1,18327860,18363563
ENSG00000283772,MIR6778,18340814,18340886
ENSG00000214860,EVPLL,18377662,18389647
ENSG00000264177,AL353997.2,18379855,18388984
ENSG00000267441,AL353997.3,18388871,18389459
ENSG00000275206,AL353997.5,18390153,18390323
ENSG00000204471,TBC1D3P4,18393480,18400961
ENSG00000220161,LINC02076,18411159,18414380
ENSG00000205266,KRT17P5,18415728,18425097
ENSG00000266162,YWHAEP2,18418195,18418306
ENSG00000279999,AL353997.6,18424321,18425097
ENSG00000186831,KRT17P2,18426861,18431848
ENSG00000214856,KRT16P1,18432051,18442895
ENSG00000229526,KRT16P4,18450244,18475920
ENSG00000227919,AL353997.1,18452955,18453062
ENSG00000267492,AL353997.4,18453574,18453739
ENSG00000230662,TNPO1P2,18460391,18463055
ENSG00000171916,LGALS9C,18476737,18494945
ENSG00000167494,NOS2P2,18497095,18506313
ENSG00000273018,AC107983.2,18511221,18551705
ENSG00000233327,USP32P2,18511262,18525930
ENSG00000213077,FAM106A,18524566,18526846
ENSG00000227689,SRP68P2,18527557,18528461
ENSG00000154874,CCDC144B,18537800,18625617
ENSG00000227077,AC107983.1,18572752,18572961
ENSG00000276532,Metazoa_SRP,18605054,18605356
ENSG00000189375,TBC1D28,18635006,18661950
ENSG00000262262,AC026271.3,18638019,18638370
ENSG00000174977,AC026271.1,18650195,18651542
ENSG00000249459,ZNF286B,18658429,18682262
ENSG00000264885,AC026271.4,18667629,18669461
ENSG00000240445,FOXO3B,18670946,18672873
ENSG00000224126,UBE2SP2,18677261,18677757
ENSG00000108448,TRIM16L,18697998,18736118
ENSG00000265693,AC026271.5,18704640,18704769
ENSG00000171931,FBXW10,18744024,18779349
ENSG00000171928,TVP23B,18780995,18806714
ENSG00000265478,AC107982.3,18809956,18810940
ENSG00000250111,AC107982.1,18835707,18842364
ENSG00000141127,PRPSAP2,18840085,18931287
ENSG00000274747,RN7SL627P,18840618,18840920
ENSG00000264273,AC107982.2,18859354,18861466
ENSG00000235672,AC090286.2,18908279,18908865
ENSG00000212618,snoMBII-202,18943999,18944073
ENSG00000154025,SLC5A10,18950345,19022595
ENSG00000196893,AC090286.1,18951625,18954149
ENSG00000188522,FAM83G,18968789,19004804
ENSG00000263045,AC090286.3,18986148,18986334
ENSG00000154016,GRAP,19020673,19047637
ENSG00000279825,AC003957.1,19030857,19033529
ENSG00000265185,SNORD3B-1,19061912,19062669
ENSG00000262074,SNORD3B-2,19063346,19064136
ENSG00000230197,AC007952.3,19077775,19087878
ENSG00000265746,KYNUP2,19082437,19084834
ENSG00000263394,AC007952.7,19091069,19091825
ENSG00000228157,AC007952.2,19092974,19096837
ENSG00000262202,AC007952.4,19112000,19112636
ENSG00000277947,SNORD3D,19112419,19112636
ENSG00000281000,SNORD3D,19112420,19112636
ENSG00000189152,GRAPL,19127469,19159176
ENSG00000262319,AC007952.6,19141017,19143689
ENSG00000266664,AC007952.9,19150279,19151286
ENSG00000197665,AC007952.1,19155727,19159111
ENSG00000262292,AC007952.5,19160789,19162274
ENSG00000266311,AC007952.8,19164209,19174436
ENSG00000261987,KYNUP1,19166896,19169668
ENSG00000263934,SNORD3A,19188016,19188714
ENSG00000264940,SNORD3C,19189665,19190245
ENSG00000236022,AC106017.1,19203825,19214045
ENSG00000263206,KYNUP3,19208584,19211359
ENSG00000072134,EPN2,19215615,19336715
ENSG00000281856,AC106017.2,19219143,19222527
ENSG00000235397,EPN2-AS1,19296596,19306261
ENSG00000265263,AC124066.1,19334308,19336127
ENSG00000108641,B9D1,19337554,19378182
ENSG00000221540,MIR1180,19344506,19344574
ENSG00000166484,MAPK7,19377721,19383544
ENSG00000166482,MFAP4,19383442,19387240
ENSG00000128482,RNF112,19411125,19417276
ENSG00000265126,AC004448.5,19411786,19413118
ENSG00000235979,AC004448.4,19417804,19492991
ENSG00000227078,LINC02094,19419035,19424357
ENSG00000283675,snoMe28S-Am2634,19420279,19420342
ENSG00000189343,RPS2P46,19445970,19446852
ENSG00000231477,AC004448.3,19457080,19458399
ENSG00000142494,SLC47A1,19495385,19579034
ENSG00000228331,RPL17P43,19496943,19497528
ENSG00000266079,SNORA59B,19557211,19557911
ENSG00000262769,AC025627.1,19560111,19597922
ENSG00000228983,SLC47A1P1,19579943,19596058
ENSG00000263107,AC025627.2,19582116,19582275
ENSG00000266179,AC025627.3,19600860,19601345
ENSG00000271900,AC025627.4,19601840,19602256
ENSG00000227225,MTND1P14,19602259,19603208
ENSG00000242752,NMTRQ-TTG12-1,19603274,19603345
ENSG00000228725,MTND2P12,19603797,19605048
ENSG00000224254,MTCO1P39,19605454,19605933
ENSG00000231625,AC115989.1,19615789,19633825
ENSG00000072210,ALDH3A2,19648136,19677598
ENSG00000264932,AC115989.2,19649373,19649935
ENSG00000275982,Y_RNA,19649494,19649587
ENSG00000252349,SNORA31,19662000,19662090
ENSG00000180638,SLC47A2,19678288,19718979
ENSG00000262681,AC005722.2,19719059,19722428
ENSG00000264785,AC005722.3,19737682,19738542
ENSG00000108602,ALDH3A1,19737984,19748943
ENSG00000230607,AC005722.1,19755244,19756207
ENSG00000083290,ULK2,19770829,19867936
ENSG00000231096,NDUFB4P3,19840126,19840515
ENSG00000279251,AC015726.3,19855747,19856164
ENSG00000276406,AC015726.2,19868568,19868689
ENSG00000270091,AC015726.1,19896590,19897287
ENSG00000108599,AKAP10,19904302,19978343
ENSG00000266126,AC005730.3,19929372,19929737
ENSG00000261033,AC005730.2,20008051,20009234
ENSG00000128487,SPECC1,20009344,20319026
ENSG00000225681,AC005730.1,20056287,20056630
ENSG00000225014,KCTD9P1,20111824,20112990
ENSG00000212186,RNU6-258P,20126388,20126488
ENSG00000263494,AC004702.1,20185082,20322973
ENSG00000252971,RNU6-1057P,20290257,20290358
ENSG00000154898,CCDC144CP,20321164,20403557
ENSG00000276577,RNU6-467P,20323001,20323110
ENSG00000266839,AC008088.1,20323058,20323337
ENSG00000278701,Metazoa_SRP,20340743,20341045
ENSG00000214832,UPF3AP2,20375369,20376840
ENSG00000189423,USP32P3,20415547,20431008
ENSG00000237911,SRP68P3,20415792,20416697
ENSG00000265556,LINC01984,20433206,20434285
ENSG00000230528,NOS2P3,20436337,20447249
ENSG00000170298,LGALS9B,20449395,20467539
ENSG00000229586,TNPO1P3,20481330,20483991
ENSG00000263976,YWHAEP3,20491323,20491443
ENSG00000230088,KRT16P5,20493634,20494155
ENSG00000214822,KRT16P3,20501513,20512357
ENSG00000266925,AC015818.8,20507413,20508931
ENSG00000231645,KRT17P6,20512560,20517479
ENSG00000205215,KRT17P7,20519312,20528687
ENSG00000266042,AC015818.7,20526102,20526210
ENSG00000260907,AC015818.2,20530042,20530881
ENSG00000265916,AC015818.6,20532248,20532881
ENSG00000264981,AC015818.5,20542974,20544123
ENSG00000235203,TBC1D3P3,20543481,20550963
ENSG00000267075,AC015818.9,20545371,20549952
ENSG00000230339,AC015818.1,20554137,20554380
ENSG00000263946,AC015818.3,20554971,20559410
ENSG00000235323,COTL1P2,20564538,20564889
ENSG00000264422,AC015818.4,20576667,20578748
ENSG00000214819,CDRT15L2,20579724,20580911
ENSG00000231258,ZSWIM5P2,20583758,20591180
ENSG00000188013,MEIS3P2,20589293,20590367
ENSG00000232889,AC087499.4,20595531,20595708
ENSG00000226096,AC087499.2,20609462,20609610
ENSG00000235546,AC087499.5,20612667,20614008
ENSG00000227685,LINC02088,20612912,20633234
ENSG00000266364,AC087499.8,20633034,20633259
ENSG00000236504,AC087499.6,20647287,20681799
ENSG00000264874,AC087499.7,20710425,20710533
ENSG00000226521,AC087499.3,20716481,20737127
ENSG00000187870,RNFT1P3,20743333,20754501
ENSG00000218454,HNRNPA1P19,20771058,20771427
ENSG00000213671,OLA1P2,20775642,20776905
ENSG00000226549,SCDP1,20784645,20785725
ENSG00000264215,AC126365.1,20788071,20789584
ENSG00000264662,AC126365.2,20789217,20789595
ENSG00000226981,ABHD17AP6,20814620,20844257
ENSG00000205212,CCDC144NL,20836447,20896140
ENSG00000266369,AC090774.4,20855946,20857317
ENSG00000233098,CCDC144NL-AS1,20868433,21002276
ENSG00000252483,RNU6-1178P,20894532,20894638
ENSG00000265790,RNASEH1P1,20901939,20902680
ENSG00000265099,AC090774.2,20938023,20938344
ENSG00000244456,AC090774.1,20956682,20958404
ENSG00000264660,AC107926.1,20963722,20980238
ENSG00000266009,AC087393.3,20981489,20981654
ENSG00000263729,AC087393.1,20983902,20984046
ENSG00000124422,USP22,20999593,21043760
ENSG00000263986,AC087393.2,20999747,21000323
ENSG00000236819,LINC01563,21075556,21090615
ENSG00000109016,DHRS7B,21123364,21193265
ENSG00000178307,TMEM11,21197280,21214624
ENSG00000235530,AC087294.1,21214331,21230035
ENSG00000263815,RN7SL426P,21229334,21229628
ENSG00000274180,NATD1,21238870,21253410
ENSG00000266563,EIF1P5,21259968,21260501
ENSG00000034152,MAP2K3,21284672,21315240
ENSG00000184185,KCNJ12,21376197,21419872
ENSG00000265881,PDLIM1P2,21444833,21445439
ENSG00000265043,AC068418.2,21456513,21460215
ENSG00000264023,AC068418.1,21457434,21458989
ENSG00000244582,RPL21P120,21504558,21505059
ENSG00000265265,AC233702.6,21519514,21521269
ENSG00000212719,C17orf51,21524790,21574458
ENSG00000272780,AC233702.10,21532477,21574517
ENSG00000266466,AC233702.8,21532974,21542786
ENSG00000266673,AC233702.9,21552509,21552711
ENSG00000266050,AC233702.7,21566569,21574517
ENSG00000264245,AC233702.4,21573770,21574073
ENSG00000263375,AC233702.3,21592794,21594180
ENSG00000260157,AC233702.2,21614487,21641536
ENSG00000264617,AC233702.5,21655843,21657633
ENSG00000274748,AC233702.11,21678086,21678418
ENSG00000260458,KCNJ18,21692523,21704612
ENSG00000283566,AC243725.1,21773754,21783465
ENSG00000265233,ABBA01006766.2,22056587,22056755
ENSG00000265019,NCOR1P2,22061961,22070538
ENSG00000263563,UBBP4,22202995,22205154
ENSG00000263725,FTLP13,22221221,22221605
ENSG00000263609,LINC02002,22234328,22266362
ENSG00000264956,AC138761.4,22266425,22288133
ENSG00000266691,AC138761.6,22277867,22279289
ENSG00000178130,FAM27E5,22298691,22299893
ENSG00000264811,AC138761.3,22299134,22299467
ENSG00000265567,AC138761.5,22301333,22301657
ENSG00000264562,AC138761.2,22305671,22306013
ENSG00000266806,AC087575.1,22331597,22332410
ENSG00000276399,FLJ36000,22406019,22413744
ENSG00000266746,AC209154.1,22411893,22412229
ENSG00000261020,AC132825.3,22420022,22424731
ENSG00000266885,AC132825.4,22435390,22439033
ENSG00000283879,AC132825.5,22519195,22519504
ENSG00000266529,MTCYBP13,22519617,22520709
ENSG00000256618,MTRNR2L1,22523111,22524663
ENSG00000243655,AC132825.2,22524563,22525330
ENSG00000264168,MTND1P15,22524738,22525686
ENSG00000263914,MTND2P13,22525899,22526937
ENSG00000240103,AC132825.1,22527324,22529570
ENSG00000241225,NMTRS-TGA3-1,22528853,22528921
ENSG00000263483,MTATP6P3,22529934,22530609
ENSG00000264316,MTCO3P13,22530612,22531392
ENSG00000284300,AC132825.7,22531463,22531797
ENSG00000284328,AC132825.8,22531876,22532172
ENSG00000284263,AC132825.6,22532166,22532522
ENSG00000275480,AC131055.2,22567423,22568713
ENSG00000264930,AC131055.1,22606388,22606703
ENSG00000264262,AC131274.1,22676695,22692618
ENSG00000265114,AC131274.4,22692834,22693613
ENSG00000264431,AC131274.2,22693325,22694831
ENSG00000264970,AC131274.3,22704415,22705685
ENSG00000263433,AC069061.1,26981694,26982090
ENSG00000264734,AC069061.2,26989189,26999941
ENSG00000264172,PDLIM1P3,27002661,27003259
ENSG00000266736,GTF2IP6,27019527,27047934
ENSG00000264837,VN1R71P,27057399,27058221
ENSG00000265646,TUFMP1,27082690,27084036
ENSG00000265246,AC129926.1,27237859,27241661
ENSG00000239223,RPL34P31,27274107,27274477
ENSG00000213664,RPS16P8,27280482,27280912
ENSG00000265453,AC026254.3,27281094,27281415
ENSG00000263583,MIR4522,27293910,27293996
ENSG00000109046,WSB1,27294076,27315926
ENSG00000266313,AC026254.4,27333256,27348491
ENSG00000265683,SYPL1P2,27351858,27352584
ENSG00000266356,AC090615.1,27411438,27412806
ENSG00000266433,TBC1D3P5,27417690,27431623
ENSG00000141068,KSR1,27456714,27626438
ENSG00000265801,AC069366.2,27465112,27465541
ENSG00000263368,AC069366.1,27526386,27527223
ENSG00000266853,ITM2BP1,27612588,27613251
ENSG00000266728,AC015688.5,27623364,27640777
ENSG00000266872,AC015688.8,27625484,27626438
ENSG00000168961,LGALS9,27629798,27649560
ENSG00000265788,AC015688.4,27651334,27665712
ENSG00000265041,AC015688.3,27666749,27672803
ENSG00000266771,AC015688.6,27675894,27675997
ENSG00000264240,CPDP1,27677805,27678087
ENSG00000264689,AC015688.2,27682476,27682737
ENSG00000263604,AC015688.1,27683946,27684144
ENSG00000265833,AC130289.1,27707178,27707250
ENSG00000266416,AC130289.2,27708111,27708138
ENSG00000266786,LGALS9DP,27746132,27754954
ENSG00000007171,NOS2,27756766,27800499
ENSG00000266202,AC005697.1,27798806,27893365
ENSG00000266527,AC005697.2,27874645,27881237
ENSG00000232859,LYRM9,27878314,27894752
ENSG00000260019,LINC01992,27929548,27974223
ENSG00000251818,SCARNA20,28018770,28018907
ENSG00000266190,AC090287.1,28021668,28022265
ENSG00000202389,SNORA70,28022330,28022464
ENSG00000087095,NLK,28041737,28196381
ENSG00000252283,Vault,28061967,28062068
ENSG00000240873,RPS29P22,28116239,28116406
ENSG00000267644,AC061975.8,28219285,28220005
ENSG00000237575,PYY2,28226563,28228065
ENSG00000267259,AC061975.7,28232590,28235281
ENSG00000266830,AC061975.6,28246454,28248006
ENSG00000265060,PPY2P,28247444,28248289
ENSG00000263788,AC061975.2,28256375,28256669
ENSG00000264486,AC061975.4,28256438,28265551
ENSG00000260777,AC061975.1,28263634,28266369
ENSG00000266306,AC061975.5,28269203,28272365
ENSG00000264029,AC061975.3,28274657,28275716
ENSG00000265480,KRT18P55,28275986,28317783
ENSG00000109084,TMEM97,28319095,28328685
ENSG00000109083,IFT20,28328325,28335489
ENSG00000109079,TNFAIP1,28335602,28347009
ENSG00000004142,POLDIP2,28347177,28357522
ENSG00000244045,TMEM199,28357581,28363683
ENSG00000258924,AC002094.1,28357647,28381697
ENSG00000284532,MIR4723,28360654,28360734
ENSG00000265618,AC002094.2,28361601,28362859
ENSG00000274529,SEBOX,28364268,28365244
ENSG00000273171,AC002094.3,28364288,28368012
ENSG00000004139,SARM1,28364356,28404049
ENSG00000109072,VTN,28367276,28373091
ENSG00000277450,AC002094.4,28373256,28373562
ENSG00000279532,AC002094.5,28373673,28374301
ENSG00000076351,SLC46A1,28394756,28407197
ENSG00000265254,AC015917.2,28405240,28406796
ENSG00000265541,H3F3BP2,28416922,28417492
ENSG00000263870,AC015917.1,28444063,28445563
ENSG00000258472,AC005726.2,28455752,28614197
ENSG00000263266,RPS7P1,28467822,28468406
ENSG00000007216,SLC13A2,28473293,28497781
ENSG00000109101,FOXN1,28506243,28538896
ENSG00000109103,UNC119,28546707,28552668
ENSG00000087111,PIGS,28553383,28571872
ENSG00000109107,ALDOC,28573115,28577264
ENSG00000265168,AC005726.5,28573117,28574243
ENSG00000076382,SPAG5,28577565,28599279
ENSG00000227543,SPAG5-AS1,28598790,28617377
ENSG00000264608,AC005726.4,28601827,28602284
ENSG00000265287,AC005726.6,28607963,28609730
ENSG00000167524,SGK494,28607964,28614200
ENSG00000007202,KIAA0100,28614440,28645454
ENSG00000264044,AC005726.3,28633206,28635950
ENSG00000132581,SDF2,28648356,28662189
ENSG00000240494,RPS12P28,28655557,28655983
ENSG00000109111,SUPT6H,28662091,28702684
ENSG00000265205,AC010761.3,28670054,28672804
ENSG00000167525,PROCA1,28703197,28711854
ENSG00000109113,RAB34,28714281,28718429
ENSG00000198242,RPL23A,28719393,28724359
ENSG00000238423,SNORD42B,28720550,28720616
ENSG00000264577,AC010761.1,28721487,28722877
ENSG00000238578,SNORD4A,28722582,28722653
ENSG00000238649,SNORD42A,28723429,28723492
ENSG00000238597,SNORD4B,28723682,28723753
ENSG00000160606,TLCD1,28724348,28727935
ENSG00000160602,NEK8,28725897,28743455
ENSG00000267729,AC010761.6,28727258,28727739
ENSG00000265073,AC010761.2,28732963,28743102
ENSG00000076604,TRAF4,28743984,28750958
ENSG00000265474,AC010761.4,28745569,28747652
ENSG00000265840,AC010761.5,28749731,28750079
ENSG00000173065,FAM222B,28755978,28855232
ENSG00000243053,RPL31P58,28802444,28802822
ENSG00000238516,Y_RNA,28834722,28834822
ENSG00000264138,AC024267.2,28848860,28849592
ENSG00000132591,ERAL1,28854938,28861067
ENSG00000264066,AC024267.1,28861072,28861966
ENSG00000284565,MIR451A,28861369,28861440
ENSG00000283364,MIR451B,28861371,28861438
ENSG00000283819,MIR144,28861533,28861618
ENSG00000284085,MIR4732,28861655,28861730
ENSG00000132589,FLOT2,28879335,28897679
ENSG00000264304,AC024267.3,28892469,28893342
ENSG00000266642,AC024267.6,28897738,28899402
ENSG00000167536,DHRS13,28897781,28903071
ENSG00000109118,PHF12,28905250,28951771
ENSG00000265845,AC024267.4,28926275,28944749
ENSG00000265908,AC024267.5,28944796,28945394
ENSG00000179761,PIPOX,28950513,29057220
ENSG00000063015,SEZ6,28954901,29006440
ENSG00000263613,AC024619.2,29009799,29011009
ENSG00000238007,AC024619.1,29012865,29016512
ENSG00000263781,AC024619.4,29021325,29021640
ENSG00000196535,MYO18A,29071124,29180412
ENSG00000221995,TIAF1,29073521,29078857
ENSG00000263709,AC024619.3,29140483,29155489
ENSG00000264050,AC005412.3,29197071,29197785
ENSG00000178082,TWF1P1,29203426,29204474
ENSG00000108255,CRYBA1,29246863,29254494
ENSG00000108256,NUFIP2,29255836,29294118
ENSG00000239256,RPL35AP35,29340482,29340822
ENSG00000266111,AC068025.2,29352069,29404105
ENSG00000264808,AC068025.1,29369717,29390777
ENSG00000222363,RNU4-34P,29388560,29388683
ENSG00000160551,TAOK1,29390464,29551904
ENSG00000284162,MIR4523,29390662,29390730
ENSG00000253064,RNU6-711P,29424762,29424867
ENSG00000202205,RNU6-1034P,29445300,29445400
ENSG00000168792,ABHD15,29560547,29567137
ENSG00000264031,ABHD15-AS1,29560547,29707090
ENSG00000167543,TP53I13,29566052,29573157
ENSG00000264290,AC104564.4,29569580,29570519
ENSG00000108262,GIT1,29573469,29594054
ENSG00000198720,ANKRD13B,29589769,29614761
ENSG00000264647,AC104564.5,29591703,29592241
ENSG00000167549,CORO6,29614756,29622907
ENSG00000264007,AC104564.3,29621617,29622254
ENSG00000141298,SSH2,29625938,29930276
ENSG00000263370,AC104564.2,29639627,29640825
ENSG00000222858,RNU6-920P,29641611,29641702
ENSG00000265625,AC104564.6,29644796,29645847
ENSG00000240531,RPL21P123,29716279,29716685
ENSG00000263657,AC023389.1,29761103,29787836
ENSG00000265713,AC023389.2,29775747,29776701
ENSG00000252657,SNORA70,29777619,29777744
ENSG00000240074,RPL9P30,29855759,29856332
ENSG00000263477,AC104982.2,29863402,29866092
ENSG00000239129,snoU13,29883006,29883109
ENSG00000176927,EFCAB5,29929200,30108452
ENSG00000264435,AC104982.3,29972514,29973027
ENSG00000207011,RNY4P13,30059052,30059147
ENSG00000267482,AC104996.3,30059054,30059147
ENSG00000265289,AC104996.1,30059339,30065677
ENSG00000266876,AC104996.2,30068632,30069631
ENSG00000265394,AC104984.2,30090366,30117497
ENSG00000126653,NSRP1,30115521,30186475
ENSG00000266919,AC104984.5,30117079,30117172
ENSG00000283935,MIR423,30117079,30117172
ENSG00000284399,MIR3184,30117086,30117160
ENSG00000265739,AC104984.3,30122429,30126118
ENSG00000266987,AC104984.6,30144062,30144790
ENSG00000108576,SLC6A4,30194319,30236002
ENSG00000264125,AC104984.1,30204318,30206468
ENSG00000266120,AC104984.4,30238741,30252237
ENSG00000252112,SNORD63,30246757,30246820
ENSG00000108578,BLMH,30248195,30292056
ENSG00000222679,RNU6-1267P,30288071,30288177
ENSG00000182271,TMIGD1,30316333,30334059
ENSG00000207132,Y_RNA,30344503,30344604
ENSG00000201255,RNU6-990P,30360463,30360566
ENSG00000108582,CPD,30378905,30469989
ENSG00000108587,GOSR1,30477362,30527592
ENSG00000264958,ALOX12P1,30529688,30542416
ENSG00000263860,AC011840.3,30550493,30551189
ENSG00000279431,AC011840.6,30551193,30551802
ENSG00000264242,AC011840.4,30553697,30558962
ENSG00000266733,TBC1D29,30557112,30563493
ENSG00000266775,AC011840.5,30557732,30558502
ENSG00000259928,AC011840.2,30564057,30565576
ENSG00000231870,KRT17P3,30567700,30571748
ENSG00000231421,AC011840.1,30573471,30577000
ENSG00000214719,AC005562.1,30576464,30672789
ENSG00000248121,SMURF2P1,30600796,30615980
ENSG00000273609,AC005562.2,30617680,30617790
ENSG00000264943,SH3GL1P2,30624413,30625494
ENSG00000250462,LRRC37BP1,30629680,30637466
ENSG00000241631,RN7SL316P,30702504,30702775
ENSG00000264538,SUZ12P1,30709299,30790908
ENSG00000279337,AC127024.7,30724982,30725181
ENSG00000265443,AC127024.3,30726305,30727564
ENSG00000263603,AC127024.2,30729469,30731202
ENSG00000280069,AC127024.8,30738182,30740275
ENSG00000176390,CRLF3,30769388,30824776
ENSG00000265791,AC127024.4,30781493,30782221
ENSG00000266490,AC127024.5,30792372,30792833
ENSG00000276250,AC127024.6,30803654,30804077
ENSG00000242439,AC127024.1,30830901,30831318
ENSG00000176208,ATAD5,30831970,30895869
ENSG00000265334,AC130324.2,30834325,30863028
ENSG00000212190,RNU6-298P,30861843,30861938
ENSG00000263531,AC130324.1,30863921,30864940
ENSG00000172171,TEFM,30897336,30906820
ENSG00000275185,AC130324.3,30899110,30899651
ENSG00000184060,ADAP2,30906344,30959322
ENSG00000230113,AC138207.1,30956280,30956961
ENSG00000266274,RN7SL138P,30959564,30959850
ENSG00000265743,AC138207.5,30964935,30965500
ENSG00000181481,RNF135,30968785,30999911
ENSG00000264456,AC138207.4,30971652,30973312
ENSG00000264743,DPRXP4,30975387,30975954
ENSG00000266340,AC138207.7,30978610,30980250
ENSG00000264148,AC138207.3,31008154,31008319
ENSG00000266865,AC138207.8,31008497,31093127
ENSG00000265798,AC138207.6,31038575,31059121
ENSG00000264107,AC138207.2,31090787,31095450
ENSG00000265444,MIR4733,31094350,31094425
ENSG00000196712,NF1,31094927,31382116
ENSG00000266371,AC079915.1,31133182,31138518
ENSG00000126861,OMG,31272013,31297539
ENSG00000185862,EVI2B,31303766,31314112
ENSG00000265118,AC134669.2,31305213,31318831
ENSG00000126860,EVI2A,31317560,31321884
ENSG00000263535,AK4P1,31345519,31346190
ENSG00000131242,RAB11FIP4,31391624,31538217
ENSG00000239595,RN7SL79P,31465543,31465832
ENSG00000264862,RN7SL45P,31518432,31518729
ENSG00000278977,AC003101.3,31533171,31533938
ENSG00000284424,MIR4724,31534883,31534971
ENSG00000207614,MIR193A,31559996,31560083
ENSG00000278546,AC003101.2,31560132,31560573
ENSG00000221038,RNU6ATAC7P,31563768,31563894
ENSG00000228768,AC003101.1,31571142,31575659
ENSG00000265976,MIR4725,31575269,31575358
ENSG00000283978,MIR365B,31575411,31575521
ENSG00000266877,AC007923.4,31583162,31637543
ENSG00000266448,AC007923.3,31709568,31709859
ENSG00000202026,RNU6-1134P,31713753,31713853
ENSG00000265863,AC007923.2,31759795,31761385
ENSG00000263567,AC007923.1,31762440,31769048
ENSG00000265046,AC004253.2,31830731,31831750
ENSG00000172301,COPRS,31851864,31859337
ENSG00000108651,UTP6,31860899,31901765
